==> Preparing data..
Files already downloaded and verified
Files already downloaded and verified
len(trainInputDict["data"]):  49900 ,  len(valInputDict["data"]):  10 ,  len(testInputDict["data"]):  10000
nodeId:  1 , imgTensorShape :  torch.Size([49900, 3, 32, 32])
nodeId: 1 ,  parentId: 0 ,  level: 0 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 10
Running nodeId:  1
trainInputDict[data].shape :  torch.Size([49900, 3, 32, 32])
copy.shape :  torch.Size([49900, 3072])
copyLabel.shape :  torch.Size([49900])
Class 0 has 4995 instances after oversampling
Class 1 has 4994 instances after oversampling
Class 2 has 4995 instances after oversampling
Class 3 has 4994 instances after oversampling
Class 4 has 4994 instances after oversampling
Class 5 has 4995 instances after oversampling
Class 6 has 4994 instances after oversampling
Class 7 has 4994 instances after oversampling
Class 8 has 4994 instances after oversampling
Class 9 has 4994 instances after oversampling
0 Train Loss: 174.563 | Train Acc: 38.246
1 Train Loss: 146.310 | Train Acc: 48.890
2 Train Loss: 136.560 | Train Acc: 52.228
3 Train Loss: 129.926 | Train Acc: 54.776
4 Train Loss: 126.454 | Train Acc: 56.094
5 Train Loss: 122.749 | Train Acc: 57.349
6 Train Loss: 119.715 | Train Acc: 58.539
7 Train Loss: 117.378 | Train Acc: 59.244
8 Train Loss: 115.275 | Train Acc: 60.038
9 Train Loss: 112.990 | Train Acc: 60.825
10 Train Loss: 111.543 | Train Acc: 61.144
11 Train Loss: 109.821 | Train Acc: 61.961
12 Train Loss: 108.281 | Train Acc: 62.573
13 Train Loss: 106.596 | Train Acc: 63.158
14 Train Loss: 105.787 | Train Acc: 63.306
15 Train Loss: 103.986 | Train Acc: 63.963
16 Train Loss: 103.101 | Train Acc: 64.211
17 Train Loss: 102.188 | Train Acc: 64.704
18 Train Loss: 100.533 | Train Acc: 65.244
19 Train Loss: 99.165 | Train Acc: 65.713
20 Train Loss: 98.666 | Train Acc: 65.799
21 Train Loss: 97.465 | Train Acc: 66.254
22 Train Loss: 96.067 | Train Acc: 66.736
23 Train Loss: 95.872 | Train Acc: 66.642
24 Train Loss: 94.477 | Train Acc: 67.217
25 Train Loss: 90.764 | Train Acc: 68.971
26 Train Loss: 90.054 | Train Acc: 69.097
27 Train Loss: 89.907 | Train Acc: 69.109
28 Train Loss: 89.453 | Train Acc: 69.395
29 Train Loss: 88.938 | Train Acc: 69.541
30 Train Loss: 88.653 | Train Acc: 69.593
31 Train Loss: 88.342 | Train Acc: 69.792
32 Train Loss: 87.836 | Train Acc: 70.028
33 Train Loss: 87.575 | Train Acc: 70.026
34 Train Loss: 87.205 | Train Acc: 70.042
35 Train Loss: 86.931 | Train Acc: 70.178
36 Train Loss: 86.368 | Train Acc: 70.308
37 Train Loss: 86.165 | Train Acc: 70.522
38 Train Loss: 85.539 | Train Acc: 70.685
39 Train Loss: 85.270 | Train Acc: 70.865
40 Train Loss: 84.850 | Train Acc: 71.043
41 Train Loss: 84.833 | Train Acc: 70.937
42 Train Loss: 84.461 | Train Acc: 70.931
43 Train Loss: 83.775 | Train Acc: 71.233
44 Train Loss: 83.506 | Train Acc: 71.437
45 Train Loss: 83.414 | Train Acc: 71.614
46 Train Loss: 82.870 | Train Acc: 71.750
47 Train Loss: 82.966 | Train Acc: 71.816
48 Train Loss: 82.223 | Train Acc: 72.104
49 Train Loss: 81.749 | Train Acc: 72.182
50 Train Loss: 80.047 | Train Acc: 72.993
51 Train Loss: 79.776 | Train Acc: 73.007
52 Train Loss: 79.640 | Train Acc: 73.043
53 Train Loss: 79.661 | Train Acc: 72.979
54 Train Loss: 79.487 | Train Acc: 73.250
55 Train Loss: 79.293 | Train Acc: 73.187
56 Train Loss: 79.126 | Train Acc: 73.322
57 Train Loss: 79.014 | Train Acc: 73.364
58 Train Loss: 78.843 | Train Acc: 73.408
59 Train Loss: 78.740 | Train Acc: 73.410
60 Train Loss: 78.485 | Train Acc: 73.534
61 Train Loss: 78.371 | Train Acc: 73.472
62 Train Loss: 78.331 | Train Acc: 73.598
63 Train Loss: 78.152 | Train Acc: 73.512
64 Train Loss: 77.947 | Train Acc: 73.644
65 Train Loss: 77.886 | Train Acc: 73.758
66 Train Loss: 77.706 | Train Acc: 73.808
67 Train Loss: 77.738 | Train Acc: 73.776
68 Train Loss: 77.478 | Train Acc: 73.862
69 Train Loss: 77.244 | Train Acc: 73.936
70 Train Loss: 77.066 | Train Acc: 74.034
71 Train Loss: 76.915 | Train Acc: 74.173
72 Train Loss: 76.789 | Train Acc: 74.074
73 Train Loss: 76.611 | Train Acc: 74.273
74 Train Loss: 76.535 | Train Acc: 74.157
75 Train Loss: 75.906 | Train Acc: 74.625
76 Train Loss: 75.700 | Train Acc: 74.535
77 Train Loss: 75.618 | Train Acc: 74.693
78 Train Loss: 75.553 | Train Acc: 74.645
79 Train Loss: 75.536 | Train Acc: 74.667
80 Train Loss: 75.504 | Train Acc: 74.709
81 Train Loss: 75.382 | Train Acc: 74.767
82 Train Loss: 75.365 | Train Acc: 74.797
83 Train Loss: 75.289 | Train Acc: 74.847
84 Train Loss: 75.222 | Train Acc: 74.843
85 Train Loss: 75.179 | Train Acc: 74.753
86 Train Loss: 75.092 | Train Acc: 74.795
87 Train Loss: 75.029 | Train Acc: 74.923
88 Train Loss: 75.054 | Train Acc: 74.929
89 Train Loss: 74.985 | Train Acc: 74.873
90 Train Loss: 74.860 | Train Acc: 74.921
91 Train Loss: 74.809 | Train Acc: 74.927
92 Train Loss: 74.759 | Train Acc: 74.933
93 Train Loss: 74.728 | Train Acc: 74.947
94 Train Loss: 74.694 | Train Acc: 75.002
95 Train Loss: 74.611 | Train Acc: 75.128
96 Train Loss: 74.558 | Train Acc: 74.927
97 Train Loss: 74.414 | Train Acc: 75.110
98 Train Loss: 74.379 | Train Acc: 75.102
99 Train Loss: 74.304 | Train Acc: 75.156
CNN trained successfully...
image_next_flat.shape :  torch.Size([49943, 12544])
printing expected split from k means
{8: 0, 9: 0, 0: 0, 3: 1, 1: 1, 7: 1, 4: 1, 2: 1, 5: 1, 6: 1}
Printing final_dict items...
{8: 0, 9: 0, 0: 0, 3: 1, 1: 1, 7: 1, 4: 1, 2: 1, 5: 1, 6: 1}
Image Statistics : L R :  17636 32307
expectedMlpLabels.shape :  torch.Size([49943])
0 Loss: 9.646 | Acc: 97.039
1 Loss: 5.063 | Acc: 98.420
2 Loss: 3.855 | Acc: 98.841
3 Loss: 3.366 | Acc: 99.009
4 Loss: 2.988 | Acc: 99.127
5 Loss: 2.778 | Acc: 99.219
6 Loss: 2.260 | Acc: 99.361
7 Loss: 2.347 | Acc: 99.335
8 Loss: 1.871 | Acc: 99.435
9 Loss: 1.868 | Acc: 99.495
10 Loss: 0.830 | Acc: 99.760
11 Loss: 0.718 | Acc: 99.836
12 Loss: 0.537 | Acc: 99.856
13 Loss: 0.571 | Acc: 99.858
14 Loss: 0.420 | Acc: 99.896
15 Loss: 0.417 | Acc: 99.902
16 Loss: 0.398 | Acc: 99.894
17 Loss: 0.452 | Acc: 99.880
18 Loss: 0.458 | Acc: 99.880
19 Loss: 0.373 | Acc: 99.898
20 Loss: 0.160 | Acc: 99.974
21 Loss: 0.102 | Acc: 99.980
22 Loss: 0.076 | Acc: 99.982
23 Loss: 0.059 | Acc: 99.990
24 Loss: 0.084 | Acc: 99.980
25 Loss: 0.122 | Acc: 99.980
26 Loss: 0.067 | Acc: 99.984
27 Loss: 0.028 | Acc: 99.998
28 Loss: 0.048 | Acc: 99.996
29 Loss: 0.044 | Acc: 99.990
30 Loss: 0.028 | Acc: 99.996
31 Loss: 0.018 | Acc: 100.000
32 Loss: 0.038 | Acc: 99.994
33 Loss: 0.029 | Acc: 99.996
34 Loss: 0.046 | Acc: 99.990
35 Loss: 0.036 | Acc: 99.992
36 Loss: 0.028 | Acc: 99.994
37 Loss: 0.020 | Acc: 99.998
38 Loss: 0.019 | Acc: 99.998
39 Loss: 0.014 | Acc: 99.998
40 Loss: 0.013 | Acc: 100.000
41 Loss: 0.010 | Acc: 100.000
42 Loss: 0.011 | Acc: 100.000
43 Loss: 0.017 | Acc: 99.998
44 Loss: 0.018 | Acc: 99.994
45 Loss: 0.017 | Acc: 99.998
46 Loss: 0.013 | Acc: 100.000
47 Loss: 0.015 | Acc: 99.998
48 Loss: 0.012 | Acc: 99.998
49 Loss: 0.011 | Acc: 100.000
50 Loss: 0.008 | Acc: 100.000
51 Loss: 0.008 | Acc: 100.000
52 Loss: 0.010 | Acc: 99.998
53 Loss: 0.014 | Acc: 99.998
54 Loss: 0.008 | Acc: 100.000
55 Loss: 0.008 | Acc: 100.000
56 Loss: 0.011 | Acc: 99.998
57 Loss: 0.008 | Acc: 100.000
58 Loss: 0.010 | Acc: 99.998
