==> Preparing data..
Files already downloaded and verified
Files already downloaded and verified
len(trainInputDict["data"]):  49900 ,  len(valInputDict["data"]):  10 ,  len(testInputDict["data"]):  10000
nodeId:  1 , imgTensorShape :  torch.Size([49900, 3, 32, 32])
nodeId: 1 ,  parentId: 0 ,  level: 0 ,  lchildId: -1 ,  rchildId: -1 ,  isLeaf: False ,  leafClass: -1 ,  numClasses: 10
Running nodeId:  1
trainInputDict[data].shape :  torch.Size([49900, 3, 32, 32])
copy.shape :  torch.Size([49900, 3072])
copyLabel.shape :  torch.Size([49900])
Class 0 has 4993 instances after oversampling
Class 1 has 4993 instances after oversampling
Class 2 has 4993 instances after oversampling
Class 3 has 4993 instances after oversampling
Class 4 has 4994 instances after oversampling
Class 5 has 4993 instances after oversampling
Class 6 has 4993 instances after oversampling
Class 7 has 4993 instances after oversampling
Class 8 has 4994 instances after oversampling
Class 9 has 4993 instances after oversampling
0 Train Loss: 177.125 | Train Acc: 37.867
1 Train Loss: 144.859 | Train Acc: 49.461
2 Train Loss: 133.773 | Train Acc: 53.425
3 Train Loss: 127.687 | Train Acc: 55.728
4 Train Loss: 122.097 | Train Acc: 57.899
5 Train Loss: 118.285 | Train Acc: 59.152
6 Train Loss: 115.436 | Train Acc: 60.112
7 Train Loss: 112.811 | Train Acc: 61.205
8 Train Loss: 110.246 | Train Acc: 62.120
9 Train Loss: 107.972 | Train Acc: 62.733
10 Train Loss: 106.365 | Train Acc: 63.592
11 Train Loss: 104.744 | Train Acc: 63.893
12 Train Loss: 103.313 | Train Acc: 64.293
13 Train Loss: 101.815 | Train Acc: 64.868
14 Train Loss: 100.152 | Train Acc: 65.591
15 Train Loss: 99.043 | Train Acc: 65.942
16 Train Loss: 98.028 | Train Acc: 66.308
17 Train Loss: 96.633 | Train Acc: 66.585
18 Train Loss: 95.291 | Train Acc: 67.275
19 Train Loss: 94.419 | Train Acc: 67.524
20 Train Loss: 93.237 | Train Acc: 68.067
21 Train Loss: 92.143 | Train Acc: 68.531
22 Train Loss: 91.226 | Train Acc: 68.633
23 Train Loss: 90.010 | Train Acc: 69.128
24 Train Loss: 88.771 | Train Acc: 69.577
25 Train Loss: 85.232 | Train Acc: 71.197
26 Train Loss: 84.881 | Train Acc: 71.261
27 Train Loss: 84.069 | Train Acc: 71.635
28 Train Loss: 83.947 | Train Acc: 71.463
29 Train Loss: 83.093 | Train Acc: 72.030
30 Train Loss: 82.719 | Train Acc: 72.120
31 Train Loss: 82.405 | Train Acc: 72.338
32 Train Loss: 82.187 | Train Acc: 72.232
33 Train Loss: 82.000 | Train Acc: 72.316
34 Train Loss: 81.659 | Train Acc: 72.422
35 Train Loss: 81.143 | Train Acc: 72.647
36 Train Loss: 80.846 | Train Acc: 72.781
37 Train Loss: 80.375 | Train Acc: 72.907
38 Train Loss: 80.041 | Train Acc: 73.011
39 Train Loss: 79.867 | Train Acc: 73.067
40 Train Loss: 79.685 | Train Acc: 73.123
41 Train Loss: 79.020 | Train Acc: 73.460
42 Train Loss: 78.565 | Train Acc: 73.388
43 Train Loss: 78.503 | Train Acc: 73.548
44 Train Loss: 77.971 | Train Acc: 73.732
45 Train Loss: 77.745 | Train Acc: 73.786
46 Train Loss: 77.395 | Train Acc: 73.878
47 Train Loss: 77.504 | Train Acc: 73.732
48 Train Loss: 76.656 | Train Acc: 74.201
49 Train Loss: 76.476 | Train Acc: 74.335
50 Train Loss: 74.889 | Train Acc: 74.866
51 Train Loss: 74.565 | Train Acc: 75.092
52 Train Loss: 74.435 | Train Acc: 75.164
53 Train Loss: 74.412 | Train Acc: 75.160
54 Train Loss: 74.339 | Train Acc: 75.106
55 Train Loss: 74.117 | Train Acc: 75.356
56 Train Loss: 73.935 | Train Acc: 75.455
57 Train Loss: 73.749 | Train Acc: 75.453
58 Train Loss: 73.662 | Train Acc: 75.435
59 Train Loss: 73.628 | Train Acc: 75.407
60 Train Loss: 73.472 | Train Acc: 75.483
61 Train Loss: 73.399 | Train Acc: 75.633
62 Train Loss: 73.102 | Train Acc: 75.641
63 Train Loss: 73.165 | Train Acc: 75.457
64 Train Loss: 73.081 | Train Acc: 75.565
65 Train Loss: 72.846 | Train Acc: 75.755
66 Train Loss: 72.597 | Train Acc: 75.805
67 Train Loss: 72.681 | Train Acc: 75.821
68 Train Loss: 72.432 | Train Acc: 75.863
